name,name_ascii,isCapital,latCentre,longCentre,iso2,iso3,countrySubIso
Acatic,Acatic,0,20.7803,-102.91,MX,MEX,NULL
Parelhas,Parelhas,0,-6.6878,-36.6578,BR,BRA,NULL
Eeklo,Eeklo,0,51.1858,3.5639,BE,BEL,NULL
Gardanne,Gardanne,0,43.4553,5.476,FR,FRA,NULL
Hajnówka,Hajnowka,0,52.7333,23.5667,PL,POL,NULL
MacArthur,MacArthur,0,10.85,124.95,PH,PHL,NULL
Grottaferrata,Grottaferrata,0,41.8,12.6667,IT,ITA,NULL
La Porte,La Porte,0,41.6077,-86.7136,US,USA,NULL
Perdões,Perdoes,0,-21.0908,-45.0908,BR,BRA,NULL
Geseke,Geseke,0,51.6497,8.5167,DE,DEU,NULL
Gherla,Gherla,0,47.02,23.9,RO,ROU,NULL
Clarksville,Clarksville,0,38.3221,-85.7673,US,USA,NULL
Dayr Ab? ?innis,Dayr Abu Hinnis,0,27.7864,30.905,EG,EGY,NULL
New Castle,New Castle,0,39.919,-85.3697,US,USA,NULL
Buritirama,Buritirama,0,-10.7078,-43.6308,BR,BRA,NULL
Jämsä,Jamsa,0,61.8639,25.1903,FI,FIN,NULL
Murree,Murree,0,33.9042,73.3903,PK,PAK,NULL
Kingsville,Kingsville,0,42.1,-82.7167,CA,CAN,NULL
Gujan-Mestras,Gujan-Mestras,0,44.6364,-1.0667,FR,FRA,NULL
Monte Santo de Minas,Monte Santo de Minas,0,-21.19,-46.98,BR,BRA,NULL
Áno Sýros,Ano Syros,0,37.45,24.9,GR,GRC,NULL
Porto Franco,Porto Franco,0,-6.3378,-47.3989,BR,BRA,NULL
Barro,Barro,0,-7.1769,-38.7819,BR,BRA,NULL
Leek,Leek,0,53.108,-2.0234,GB,GBR,NULL
Romano di Lombardia,Romano di Lombardia,0,45.5167,9.75,IT,ITA,NULL
Cajueiro,Cajueiro,0,-9.3967,-36.1536,BR,BRA,NULL
Kara-Suu,Kara-Suu,0,40.7,72.8833,KG,KGZ,NULL
Baie-Comeau,Baie-Comeau,0,49.2167,-68.15,CA,CAN,NULL
Qia’erbagecun,Qia'erbagecun,0,37.9766,77.3417,CN,CHN,NULL
Harsefeld,Harsefeld,0,53.45,9.5,DE,DEU,NULL
Santa Bárbara,Santa Barbara,0,5.8747,-75.5661,CO,COL,NULL
Deán Funes,Dean Funes,0,-30.4333,-64.35,AR,ARG,NULL
Villagarzón,Villagarzon,0,1.0294,-76.6164,CO,COL,NULL
Anini-y,Anini-y,0,10.4325,121.9253,PH,PHL,NULL
Paraibano,Paraibano,0,-6.4328,-43.9839,BR,BRA,NULL
Bellview,Bellview,0,30.462,-87.312,US,USA,NULL
Vecsés,Vecses,0,47.4108,19.2722,HU,HUN,NULL
Picasent,Picasent,0,39.3611,-0.46,ES,ESP,NULL
Lagoa do Itaenga,Lagoa do Itaenga,0,-7.9358,-35.29,BR,BRA,NULL
Livadeiá,Livadeia,0,38.4361,22.875,GR,GRC,NULL
Biddeford,Biddeford,0,43.4674,-70.4512,US,USA,NULL
Suzzara,Suzzara,0,44.9927,10.7494,IT,ITA,NULL
Moniquirá,Moniquira,0,5.8744,-73.5717,CO,COL,NULL
Wang Nam Yen,Wang Nam Yen,0,13.5004,102.1806,TH,THA,NULL
Juli,Juli,0,-16.2125,-69.4603,PE,PER,NULL
Somers,Somers,0,41.3058,-73.725,US,USA,NULL
Sarreguemines,Sarreguemines,0,49.11,7.07,FR,FRA,NULL
Ryazhsk,Ryazhsk,0,53.7167,40.0667,RU,RUS,NULL
Rosolini,Rosolini,0,36.8167,14.95,IT,ITA,NULL
Villa Park,Villa Park,0,41.8864,-87.9779,US,USA,NULL
Magallanes,Magallanes,0,9.0225,125.5179,PH,PHL,NULL
El Paujíl,El Paujil,0,1.5694,-75.3264,CO,COL,NULL
Almaguer,Almaguer,0,1.9131,-76.8561,CO,COL,NULL
Fernley,Fernley,0,39.5611,-119.1926,US,USA,NULL
Xintian,Xintian,0,23.1427,103.5489,CN,CHN,NULL
Essex,Essex,0,44.5195,-73.0654,US,USA,NULL
Prudnik,Prudnik,0,50.3197,17.5792,PL,POL,NULL
Schramberg,Schramberg,0,48.2269,8.3842,DE,DEU,NULL
Khotkovo,Khotkovo,0,56.25,37.9833,RU,RUS,NULL
Elkridge,Elkridge,0,39.1941,-76.7427,US,USA,NULL
Kutná Hora,Kutna Hora,0,49.9484,15.2682,CZ,CZE,NULL
Jind?ich?v Hradec,Jindrichuv Hradec,0,49.1441,15.003,CZ,CZE,NULL
Naawan,Naawan,0,8.4333,124.3,PH,PHL,NULL
Palatka,Palatka,0,60.1,150.9,RU,RUS,NULL
Antsohihy,Antsohihy,0,-14.8661,47.9834,MG,MDG,NULL
Tarko-Sale,Tarko-Sale,0,64.9147,77.7728,RU,RUS,NULL
Sint-Katelijne-Waver,Sint-Katelijne-Waver,0,51.0667,4.5333,BE,BEL,NULL
Traunreut,Traunreut,0,47.9667,12.5833,DE,DEU,NULL
Mukilteo,Mukilteo,0,47.9096,-122.3035,US,USA,NULL
Cugir,Cugir,0,45.8436,23.3636,RO,ROU,NULL
Urussanga,Urussanga,0,-28.5178,-49.3208,BR,BRA,NULL
East Pennsboro,East Pennsboro,0,40.2886,-76.9394,US,USA,NULL
Atoka,Atoka,0,35.4239,-89.7861,US,USA,NULL
Prichard,Prichard,0,30.7735,-88.1301,US,USA,NULL
Le Ray,Le Ray,0,44.0771,-75.7975,US,USA,NULL
Orós,Oros,0,-6.2439,-38.9139,BR,BRA,NULL
Waghäusel,Waghausel,0,49.25,8.5169,DE,DEU,NULL
Soltau,Soltau,0,52.9833,9.8333,DE,DEU,NULL
Hays,Hays,0,38.8815,-99.3218,US,USA,NULL
Tubbergen,Tubbergen,0,52.4,6.7667,NL,NLD,NULL
Oulad Embarek,Oulad Embarek,0,32.2878,-6.4328,MA,MAR,NULL
Tizi-n-Bechar,Tizi-n-Bechar,0,36.4311,5.36,DZ,DZA,NULL
Groß-Umstadt,Gross-Umstadt,0,49.8683,8.929,DE,DEU,NULL
Pájara,Pajara,0,28.35,-14.1,ES,ESP,NULL
Sanhe,Sanhe,0,36.5643,105.6401,CN,CHN,NULL
Los Vilos,Los Vilos,0,-31.9,-71.5167,CL,CHL,NULL
Nerja,Nerja,0,36.7469,-3.879,ES,ESP,NULL
Sestu,Sestu,0,39.2994,9.0918,IT,ITA,NULL
Recanati,Recanati,0,43.3986,13.5525,IT,ITA,NULL
Birmingham,Birmingham,0,42.5447,-83.2166,US,USA,NULL
Paradise,Paradise,0,47.5333,-52.8667,CA,CAN,NULL
Sessa Aurunca,Sessa Aurunca,0,41.2333,13.9333,IT,ITA,NULL
Pompéia,Pompeia,0,-22.1089,-50.1719,BR,BRA,NULL
Marogong,Marogong,0,7.6667,124.15,PH,PHL,NULL
Montville,Montville,0,40.9135,-74.3594,US,USA,NULL
Easley,Easley,0,34.819,-82.5828,US,USA,NULL
La Unión,La Union,0,37.6192,-0.8756,ES,ESP,NULL
Brambleton,Brambleton,0,38.9802,-77.5323,US,USA,NULL
Gryfino,Gryfino,0,53.2524,14.4883,PL,POL,NULL
Kaltan,Kaltan,0,53.5167,87.2667,RU,RUS,NULL
Totoró,Totoro,0,2.5103,-76.4019,CO,COL,NULL
Samboan,Samboan,0,9.5288,123.3064,PH,PHL,NULL
Palmer,Palmer,0,40.7007,-75.2628,US,USA,NULL
Shisui,Shisui,0,35.725,140.2694,JP,JPN,NULL
Jandaia do Sul,Jandaia do Sul,0,-23.6028,-51.6428,BR,BRA,NULL
Hindang,Hindang,0,10.45,124.8,PH,PHL,NULL
Los Llanos de Aridane,Los Llanos de Aridane,0,28.65,-17.9,ES,ESP,NULL
Lyskovo,Lyskovo,0,56.0128,45.0253,RU,RUS,NULL
Varadero,Varadero,0,23.1394,-81.2861,CU,CUB,NULL
Belovodskoe,Belovodskoe,0,42.8333,74.1167,KG,KGZ,NULL
Youganning,Youganning,0,34.7356,101.5978,CN,CHN,NULL
Barcelona,Barcelona,0,12.8667,124.1333,PH,PHL,NULL
Asni,Asni,0,31.25,-7.9792,MA,MAR,NULL
Ramona,Ramona,0,33.0474,-116.8767,US,USA,NULL
Carei,Carei,0,47.69,22.47,RO,ROU,NULL
Bananeiras,Bananeiras,0,-6.75,-35.6328,BR,BRA,NULL
Owosso,Owosso,0,42.9955,-84.176,US,USA,NULL
King of Prussia,King of Prussia,0,40.0963,-75.382,US,USA,NULL
Elverum,Elverum,0,60.8833,11.5667,NO,NOR,NULL
DeBary,DeBary,0,28.8815,-81.324,US,USA,NULL
Araripe,Araripe,0,-7.2128,-40.0458,BR,BRA,NULL
Garforth,Garforth,0,53.792,-1.388,GB,GBR,NULL
Eustis,Eustis,0,28.856,-81.6781,US,USA,NULL
Tanhaçu,Tanhacu,0,-14.0208,-41.2478,BR,BRA,NULL
South Euclid,South Euclid,0,41.5239,-81.5245,US,USA,NULL
?d?t,Adet,0,11.2667,37.4833,ET,ETH,NULL
South Holland,South Holland,0,41.5977,-87.6022,US,USA,NULL
Jiangjiadong,Jiangjiadong,0,24.5067,112.8385,CN,CHN,NULL
Pushchino,Pushchino,0,54.8333,37.6167,RU,RUS,NULL
Okahandja,Okahandja,0,-21.9796,16.91,NA,NAM,NULL
Palm Valley,Palm Valley,0,30.2011,-81.3949,US,USA,NULL
Bülach,Bulach,0,47.5189,8.5422,CH,CHE,NULL
Ludlow,Ludlow,0,42.1921,-72.4581,US,USA,NULL
Nerekhta,Nerekhta,0,57.45,40.5833,RU,RUS,NULL
Carmo do Rio Claro,Carmo do Rio Claro,0,-20.9731,-46.1189,BR,BRA,NULL
Paraisópolis,Paraisopolis,0,-22.5539,-45.78,BR,BRA,NULL
Givors,Givors,0,45.5906,4.7689,FR,FRA,NULL
Ashland,Ashland,0,42.1905,-122.6992,US,USA,NULL
Sapulpa,Sapulpa,0,36.0089,-96.1006,US,USA,NULL
Santa María Chilchotla,Santa Maria Chilchotla,0,18.2333,-96.8167,MX,MEX,NULL
Manuel Tames,Manuel Tames,0,20.1803,-75.0514,CU,CUB,NULL
Alfena,Alfena,0,41.2395,-8.5244,PT,PRT,NULL
Bonito,Bonito,0,-21.1333,-56.4833,BR,BRA,NULL
Duarte,Duarte,0,34.161,-117.9504,US,USA,NULL
Aguadas,Aguadas,0,5.6092,-75.4564,CO,COL,NULL
Rio Maior,Rio Maior,0,39.3333,-8.9333,PT,PRT,NULL
Marietta,Marietta,0,39.4241,-81.4465,US,USA,NULL
Lucélia,Lucelia,0,-21.7203,-51.0189,BR,BRA,NULL
Great Linford,Great Linford,0,52.068,-0.7637,GB,GBR,NULL
Griffith,Griffith,0,-34.29,146.04,AU,AUS,NULL
Brezno,Brezno,0,48.8036,19.6381,SK,SVK,NULL
Ayamonte,Ayamonte,0,37.2,-7.4,ES,ESP,NULL
Battle Ground,Battle Ground,0,45.7765,-122.5413,US,USA,NULL
Ferentino,Ferentino,0,41.6833,13.25,IT,ITA,NULL
Stephenville,Stephenville,0,32.2148,-98.2205,US,USA,NULL
Monte Alegre de Minas,Monte Alegre de Minas,0,-18.8708,-48.8808,BR,BRA,NULL
Itororó,Itororo,0,-15.1169,-40.07,BR,BRA,NULL
Amsterdam,Amsterdam,0,42.942,-74.1907,US,USA,NULL
Montecristo,Montecristo,0,8.2958,-74.4728,CO,COL,NULL
Sandhurst,Sandhurst,0,51.349,-0.8,GB,GBR,NULL
Oxford,Oxford,0,33.5967,-85.8687,US,USA,NULL
Reichenbach/Vogtland,Reichenbach/Vogtland,0,50.6167,12.3,DE,DEU,NULL
Baixa Grande,Baixa Grande,0,-11.96,-40.1678,BR,BRA,NULL
Sadao,Sadao,0,6.6386,100.424,TH,THA,NULL
Park Forest,Park Forest,0,41.4817,-87.6868,US,USA,NULL
San Salvo,San Salvo,0,42.0455,14.7315,IT,ITA,NULL
Evans,Evans,0,40.366,-104.7389,US,USA,NULL
Alexandria,Alexandria,0,45.8777,-95.3766,US,USA,NULL
Schenefeld,Schenefeld,0,53.6028,9.8233,DE,DEU,NULL
Hancha,Hancha,0,37.8572,109.4972,CN,CHN,NULL
Fort Atkinson,Fort Atkinson,0,42.9253,-88.8441,US,USA,NULL
Hazel Dell,Hazel Dell,0,45.6797,-122.6553,US,USA,NULL
Varkaus,Varkaus,0,62.3167,27.8833,FI,FIN,NULL
Bastos,Bastos,0,-21.9167,-50.7333,BR,BRA,NULL
Carrboro,Carrboro,0,35.926,-79.0878,US,USA,NULL
Baclayon,Baclayon,0,9.6227,123.9135,PH,PHL,NULL
Seria,Seria,0,4.6142,114.3303,BN,BRN,NULL
Agan,Agan,0,35.9167,103.8471,CN,CHN,NULL
Bardstown,Bardstown,0,37.8174,-85.4548,US,USA,NULL
East Ridge,East Ridge,0,34.9973,-85.2284,US,USA,NULL
Wipperfürth,Wipperfurth,0,51.1167,7.4,DE,DEU,NULL
Elko,Elko,0,40.8387,-115.7674,US,USA,NULL
Uxbridge,Uxbridge,0,44.1167,-79.1333,CA,CAN,NULL
Covington,Covington,0,47.3668,-122.1044,US,USA,NULL
Florencia,Florencia,0,22.1475,-78.9669,CU,CUB,NULL
Suaza,Suaza,0,1.975,-75.7956,CO,COL,NULL
Bologoye,Bologoye,0,57.8787,34.0789,RU,RUS,NULL
Cabucgayan,Cabucgayan,0,11.4667,124.5667,PH,PHL,NULL
Gaffney,Gaffney,0,35.0742,-81.6558,US,USA,NULL
Quezon,Quezon,0,16.5,121.2667,PH,PHL,NULL
Xinnongcun,Xinnongcun,0,42.2357,122.9455,CN,CHN,NULL
Alcudia,Alcudia,0,39.8525,3.1192,ES,ESP,NULL
Praia da Vitória,Praia da Vitoria,0,38.7333,-27.0667,PT,PRT,NULL
Boralday,Boralday,0,43.3341,76.8288,KZ,KAZ,NULL
Sun Valley,Sun Valley,0,39.6106,-119.7765,US,USA,NULL
Komatipoort,Komatipoort,0,-25.4333,31.95,ZA,ZAF,NULL
Tigbao,Tigbao,0,7.8205,123.2277,PH,PHL,NULL
Barroso,Barroso,0,-21.1869,-43.9758,BR,BRA,NULL
Anping,Anping,0,39.7034,116.8954,CN,CHN,NULL
West Deptford,West Deptford,0,39.8431,-75.1851,US,USA,NULL
Sidney,Sidney,0,40.2891,-84.1667,US,USA,NULL
Bonney Lake,Bonney Lake,0,47.1791,-122.17,US,USA,NULL
Urucurituba,Urucurituba,0,-3.1308,-58.155,BR,BRA,NULL
Taperoá,Taperoa,0,-13.5378,-39.0989,BR,BRA,NULL
Parabcan,Parabcan,0,13.7167,123.75,PH,PHL,NULL
Ecclesall,Ecclesall,0,53.362,-1.498,GB,GBR,NULL
Fröndenberg,Frondenberg,0,51.4719,7.7658,DE,DEU,NULL
Harstad,Harstad,0,68.7989,16.5314,NO,NOR,NULL
Villapinzón,Villapinzon,0,5.2158,-73.5967,CO,COL,NULL
El Calafate,El Calafate,0,-50.3395,-72.2649,AR,ARG,NULL
Dickinson,Dickinson,0,29.4546,-95.0583,US,USA,NULL
Martha Lake,Martha Lake,0,47.8479,-122.2327,US,USA,NULL
Cournon-d’Auvergne,Cournon-d'Auvergne,0,45.7422,3.1972,FR,FRA,NULL
Little Egg Harbor,Little Egg Harbor,0,39.5969,-74.3454,US,USA,NULL
Bad Schwartau,Bad Schwartau,0,53.9194,10.6975,DE,DEU,NULL
Faversham,Faversham,0,51.3177,0.8928,GB,GBR,NULL
Vikhorevka,Vikhorevka,0,56.1167,101.1667,RU,RUS,NULL
Welench’?t?,Welench'iti,0,8.6667,39.4333,ET,ETH,NULL
Bothell West,Bothell West,0,47.8056,-122.2401,US,USA,NULL
Bruchköbel,Bruchkobel,0,50.1833,8.9167,DE,DEU,NULL
Jangy-Nookat,Jangy-Nookat,0,40.25,72.55,KG,KGZ,NULL
Fredonia,Fredonia,0,5.9267,-75.6739,CO,COL,NULL
Werdau,Werdau,0,50.7333,12.3833,DE,DEU,NULL
Stange,Stange,0,60.6494,11.3664,NO,NOR,NULL
Trecate,Trecate,0,45.4333,8.7333,IT,ITA,NULL
Pakil,Pakil,0,14.3833,121.4833,PH,PHL,NULL
Aspe,Aspe,0,38.3456,-0.7689,ES,ESP,NULL
Pindobaçu,Pindobacu,0,-10.7428,-40.3628,BR,BRA,NULL
Arroio do Meio,Arroio do Meio,0,-29.4008,-51.945,BR,BRA,NULL
Imi n’Oulaoun,Imi n'Oulaoun,0,31.3094,-6.4992,MA,MAR,NULL
Arnold,Arnold,0,38.4296,-90.3733,US,USA,NULL
Campestre,Campestre,0,-21.7108,-46.2458,BR,BRA,NULL
Can-Avid,Can-Avid,0,12,125.45,PH,PHL,NULL
Vyškov,Vyskov,0,49.2775,16.999,CZ,CZE,NULL
La Colonia Tovar,La Colonia Tovar,0,10.4167,-67.2833,VE,VEN,NULL
Essa,Essa,0,44.25,-79.7833,CA,CAN,NULL
Santo Anastácio,Santo Anastacio,0,-21.9769,-51.6519,BR,BRA,NULL
Günzburg,Gunzburg,0,48.4525,10.2711,DE,DEU,NULL
Ballenger Creek,Ballenger Creek,0,39.3807,-77.4205,US,USA,NULL
Bahía de Caráquez,Bahia de Caraquez,0,-0.6,-80.425,EC,ECU,NULL
Sotouboua,Sotouboua,0,8.5667,0.9833,TG,TGO,NULL
Crowborough,Crowborough,0,51.06,0.16,GB,GBR,NULL
Toguchin,Toguchin,0,55.2333,84.3833,RU,RUS,NULL
Ripley,Ripley,0,53.05,-1.407,GB,GBR,NULL
Steinhagen,Steinhagen,0,52.005,8.4147,DE,DEU,NULL
Chascomús,Chascomus,0,-35.575,-58.0089,AR,ARG,NULL
Elektrougli,Elektrougli,0,55.7167,38.2167,RU,RUS,NULL
Saka,Saka,0,34.6167,-3.4167,MA,MAR,NULL
El Retén,El Reten,0,10.6106,-74.2683,CO,COL,NULL
Rolla,Rolla,0,37.9458,-91.7608,US,USA,NULL
Sysert,Sysert,0,56.5,60.8167,RU,RUS,NULL
West Pensacola,West Pensacola,0,30.4263,-87.2679,US,USA,NULL
Harvey,Harvey,0,29.8876,-90.0666,US,USA,NULL
Winschoten,Winschoten,0,53.15,7.0333,NL,NLD,NULL
Johnstown,Johnstown,0,40.3499,-104.9481,US,USA,NULL
Sokal,Sokal,0,50.4833,24.2833,UA,UKR,NULL
Grand Island,Grand Island,0,43.0198,-78.9619,US,USA,NULL
Candiac,Candiac,0,45.38,-73.52,CA,CAN,NULL
Gallipoli,Gallipoli,0,40.0556,17.9917,IT,ITA,NULL
Zhangjiazhuang,Zhangjiazhuang,0,39.7804,118.2004,CN,CHN,NULL
Bni Rzine,Bni Rzine,0,35.0108,-4.7262,MA,MAR,NULL
Medina,Medina,0,-16.2228,-41.4769,BR,BRA,NULL
Abano Terme,Abano Terme,0,45.3619,11.7924,IT,ITA,NULL
Cockeysville,Cockeysville,0,39.4793,-76.63,US,USA,NULL
Ž?ár nad Sázavou,Zd'ar nad Sazavou,0,49.5627,15.9393,CZ,CZE,NULL
Oro-Medonte,Oro-Medonte,0,44.5667,-79.5833,CA,CAN,NULL
Jefferson,Jefferson,0,41.0003,-74.5531,US,USA,NULL
Pleasant Prairie,Pleasant Prairie,0,42.5266,-87.8895,US,USA,NULL
Mirador,Mirador,0,-6.3708,-44.3628,BR,BRA,NULL
Palma del Río,Palma del Rio,0,37.7,-5.2833,ES,ESP,NULL
Voiron,Voiron,0,45.3642,5.5906,FR,FRA,NULL
Mitry-Mory,Mitry-Mory,0,48.9839,2.6164,FR,FRA,NULL
Liubotyn,Liubotyn,0,49.9489,35.9306,UA,UKR,NULL
Shelbyville,Shelbyville,0,39.535,-85.7792,US,USA,NULL
Senguio,Senguio,0,19.7539,-100.3377,MX,MEX,NULL
Bugalagrande,Bugalagrande,0,4.2075,-76.1575,CO,COL,NULL
Bloomfield,Bloomfield,0,41.8426,-72.7406,US,USA,NULL
Tepezalá,Tepezala,0,22.2167,-102.1667,MX,MEX,NULL
Gigaquit,Gigaquit,0,9.6,125.7,PH,PHL,NULL
Dudinka,Dudinka,0,69.4,86.1833,RU,RUS,NULL
Mühldorf,Muhldorf,0,48.2456,12.5228,DE,DEU,NULL
Nurota,Nurota,0,40.565,65.685,UZ,UZB,NULL
Comodoro,Comodoro,0,-13.6593,-59.7941,BR,BRA,NULL
Hualqui,Hualqui,0,-36.9759,-72.9384,CL,CHL,NULL
Lambari,Lambari,0,-21.9758,-45.35,BR,BRA,NULL
Castel San Pietro Terme,Castel San Pietro Terme,0,44.3978,11.5894,IT,ITA,NULL
Roshal,Roshal,0,55.6667,39.8833,RU,RUS,NULL
Caoayan,Caoayan,0,17.5333,120.4,PH,PHL,NULL
Varennes,Varennes,0,45.6833,-73.4333,CA,CAN,NULL
St. Andrews,St. Andrews,0,34.051,-81.1057,US,USA,NULL
Milwaukie,Milwaukie,0,45.4447,-122.6221,US,USA,NULL
Rivalta di Torino,Rivalta di Torino,0,45.0333,7.5333,IT,ITA,NULL
Maribojoc,Maribojoc,0,9.75,123.85,PH,PHL,NULL
Challans,Challans,0,46.8467,-1.8781,FR,FRA,NULL
Madre de Deus,Madre de Deus,0,-12.7408,-38.6208,BR,BRA,NULL
Butiá,Butia,0,-30.12,-51.9619,BR,BRA,NULL
Bussolengo,Bussolengo,0,45.4667,10.85,IT,ITA,NULL
Pedra,Pedra,0,-8.5006,-36.9456,BR,BRA,NULL
Guará,Guara,0,-20.4283,-47.8242,BR,BRA,NULL
Bryant,Bryant,0,34.6152,-92.4914,US,USA,NULL
Mae Sai,Mae Sai,0,20.4266,99.8841,TH,THA,NULL
Nizhniy Lomov,Nizhniy Lomov,0,53.5333,43.6833,RU,RUS,NULL
Urk,Urk,0,52.6653,5.6058,NL,NLD,NULL
Purranque,Purranque,0,-40.9167,-73.1667,CL,CHL,NULL
Bohumín,Bohumin,0,49.9041,18.3576,CZ,CZE,NULL
Luckenwalde,Luckenwalde,0,52.0831,13.1667,DE,DEU,NULL
Guipos,Guipos,0,7.7333,123.3167,PH,PHL,NULL
Enger,Enger,0,52.1333,8.5667,DE,DEU,NULL
Sêrro,Serro,0,-18.5204,-43.3807,BR,BRA,NULL
Dillingen,Dillingen,0,49.35,6.7333,DE,DEU,NULL
Siquinalá,Siquinala,0,14.3082,-90.9659,GT,GTM,NULL
Salmon Creek,Salmon Creek,0,45.7099,-122.6632,US,USA,NULL
Hyde Park,Hyde Park,0,41.8011,-73.906,US,USA,NULL
Cruzeiro do Oeste,Cruzeiro do Oeste,0,-23.785,-53.0728,BR,BRA,NULL
Hernani,Hernani,0,43.2667,-1.9667,ES,ESP,NULL
Kill Devil Hills,Kill Devil Hills,0,36.0167,-75.6699,US,USA,NULL
Oderzo,Oderzo,0,45.7808,12.4928,IT,ITA,NULL
Araçoiaba,Aracoiaba,0,-7.79,-35.0908,BR,BRA,NULL
North Salt Lake,North Salt Lake,0,40.8439,-111.9187,US,USA,NULL
Apollo Beach,Apollo Beach,0,27.7618,-82.4002,US,USA,NULL
Valença do Piauí,Valenca do Piaui,0,-6.4078,-41.7458,BR,BRA,NULL
Traunstein,Traunstein,0,47.8683,12.6433,DE,DEU,NULL
’Aïn el Hammam,'Ain el Hammam,0,36.5647,4.3061,DZ,DZA,NULL
Herborn,Herborn,0,50.6825,8.3061,DE,DEU,NULL
Al Brouj,Al Brouj,0,32.5,-7.2,MA,MAR,NULL
Comala,Comala,0,19.3208,-103.7603,MX,MEX,NULL
Bombinhas,Bombinhas,0,-27.1378,-48.5169,BR,BRA,NULL
Gauting,Gauting,0,48.0678,11.3739,DE,DEU,NULL
Vico Equense,Vico Equense,0,40.6667,14.4333,IT,ITA,NULL
Ararat,Ararat,0,39.8094,44.7144,AR,ARG,NULL
Osa,Osa,0,57.2833,55.45,RU,RUS,NULL
Kurovskoye,Kurovskoye,0,55.5833,38.9167,RU,RUS,NULL
Catarina,Catarina,0,-6.1308,-39.8778,BR,BRA,NULL
Kremenets,Kremenets,0,50.1081,25.7275,UA,UKR,NULL
Cornelia,Cornelia,0,34.517,-83.531,US,USA,NULL
Schifferstadt,Schifferstadt,0,49.3861,8.3761,DE,DEU,NULL
Suwanee,Suwanee,0,34.0506,-84.0687,US,USA,NULL
New Hope,New Hope,0,45.0374,-93.3869,US,USA,NULL
Ubaitaba,Ubaitaba,0,-14.3128,-39.3228,BR,BRA,NULL
Gerlingen,Gerlingen,0,48.8,9.0653,DE,DEU,NULL
Carmen,Carmen,0,8.9999,125.2648,PH,PHL,NULL
Wade Hampton,Wade Hampton,0,34.8821,-82.3336,US,USA,NULL
Wuustwezel,Wuustwezel,0,51.3922,4.5942,BE,BEL,NULL
Green Valley,Green Valley,0,31.8436,-111.0174,US,USA,NULL
Mill Creek,Mill Creek,0,47.8631,-122.2037,US,USA,NULL
Samacá,Samaca,0,5.4919,-73.4867,CO,COL,NULL
Pallazzolo sull’Oglio,Pallazzolo sull'Oglio,0,45.6,9.8833,IT,ITA,NULL
Ovejas,Ovejas,0,9.5258,-75.2272,CO,COL,NULL
Pico Truncado,Pico Truncado,0,-46.8,-67.9667,AR,ARG,NULL
Yangping,Yangping,0,27.7607,100.6614,CN,CHN,NULL
Universal City,Universal City,0,29.5521,-98.3074,US,USA,NULL
Mössingen,Mossingen,0,48.4064,9.0575,DE,DEU,NULL
Sotomayor,Sotomayor,0,1.4933,-77.5214,CO,COL,NULL
Kirkby in Ashfield,Kirkby in Ashfield,0,53.099,-1.245,GB,GBR,NULL
Buinsk,Buinsk,0,54.9667,48.2833,RU,RUS,NULL
Montclair,Montclair,0,38.6111,-77.34,US,USA,NULL
Gamboma,Gamboma,0,-1.8795,15.85,CG,COG,NULL
López,Lopez,0,2.8464,-77.2472,CO,COL,NULL
Lorton,Lorton,0,38.6984,-77.2163,US,USA,NULL
Bourg-lès-Valence,Bourg-les-Valence,0,44.9475,4.8953,FR,FRA,NULL
Kuusankoski,Kuusankoski,0,60.9083,26.6236,FI,FIN,NULL
Clemmons,Clemmons,0,36.0319,-80.3861,US,USA,NULL
Strathroy-Caradoc,Strathroy-Caradoc,0,42.9575,-81.6167,CA,CAN,NULL
Güimar,Guimar,0,28.315,-16.41,ES,ESP,NULL
Olenegorsk,Olenegorsk,0,68.15,33.2833,RU,RUS,NULL
Valkeakoski,Valkeakoski,0,61.2667,24.0306,FI,FIN,NULL
Viesca,Viesca,0,25.35,-102.8,MX,MEX,NULL
Hexiang,Hexiang,0,19.5283,109.6328,CN,CHN,NULL
Rosamond,Rosamond,0,34.8658,-118.2154,US,USA,NULL
Bear,Bear,0,39.6188,-75.6804,US,USA,NULL
Horten,Horten,0,59.4172,10.4834,NO,NOR,NULL
Boussu,Boussu,0,50.4331,3.7961,BE,BEL,NULL
Blieskastel,Blieskastel,0,49.2422,7.2544,DE,DEU,NULL
Dyersburg,Dyersburg,0,36.0465,-89.3777,US,USA,NULL
Blaj,Blaj,0,46.1753,23.9144,RO,ROU,NULL
Haßloch,Hassloch,0,49.35,8.25,DE,DEU,NULL
Manor,Manor,0,39.9849,-76.4216,US,USA,NULL
Puzol,Puzol,0,39.6167,-0.3011,ES,ESP,NULL
Oneida,Oneida,0,43.0769,-75.6621,US,USA,NULL
Wachtberg,Wachtberg,0,50.6242,7.1322,DE,DEU,NULL
Aomar,Aomar,0,36.5,3.7833,DZ,DZA,NULL
Hanmayingcun,Hanmayingcun,0,41.2636,117.8596,CN,CHN,NULL
Ceres,Ceres,0,-15.3078,-49.5978,BR,BRA,NULL
Santa Fe,Santa Fe,0,11.1856,124.9161,PH,PHL,NULL
Hunters Creek,Hunters Creek,0,28.3611,-81.4357,US,USA,NULL
Holiday,Holiday,0,28.1864,-82.7429,US,USA,NULL
Louisville,Louisville,0,39.9709,-105.1441,US,USA,NULL
Feltre,Feltre,0,46.0167,11.9,IT,ITA,NULL
